,Text,Label,tokenized_text
11984,i feel greedy about my work img height src http forums,1,"[1, 2, 494, 26, 10, 123, 924, 1917, 846, 187, 13285]"
11985,i dnt want yu guys t feel shamed fr knwing nthing instead f pretending r having plastikan with me,0,"[1, 13286, 66, 7244, 677, 42, 2, 1252, 13287, 13288, 13289, 451, 1996, 3164, 1793, 149, 13290, 24, 17]"
11986,i don t feel cute like at all,5,"[1, 103, 42, 2, 471, 13, 32, 35]"
11987,i must say that this makeover has been all consuming coupled with some major changes at work coworkers having babies and i feel like i have been a neglectful lady,0,"[1, 295, 118, 8, 22, 13291, 98, 47, 35, 4439, 3454, 24, 68, 2180, 1122, 32, 123, 4098, 149, 1499, 3, 1, 2, 13, 1, 20, 47, 6, 1270, 1518]"
11988,i am starting to feel compassionate towards roslin again,2,"[1, 23, 315, 4, 2, 1189, 321, 13292, 128]"
11989,i feel beyond ecstatic acause i can,5,"[1, 2, 1113, 836, 13293, 1, 39]"
11990,i concentrate on anything else when he feels so miserable,0,"[1, 2461, 29, 165, 319, 33, 65, 122, 14, 392]"
11991,i truly feel sorry for them,0,"[1, 394, 2, 342, 15, 63]"
11992,i can take away from this experience is that slowing down is not a bad thing feeling like i cant do things sucks but choosing to not do them is just fine by me,5,"[1, 39, 182, 161, 59, 22, 439, 21, 8, 3154, 141, 21, 25, 6, 210, 188, 7, 13, 1, 130, 38, 88, 2599, 18, 5035, 4, 25, 38, 63, 21, 31, 380, 44, 17]"
11993,im feeling like i want to take one of the superior caps just because theyre supposed to be stronger and curiosity is killing me i think i will,5,"[16, 7, 13, 1, 66, 4, 182, 70, 9, 5, 629, 13294, 31, 36, 922, 721, 4, 27, 1878, 3, 3003, 21, 2459, 17, 1, 69, 1, 58]"
11994,i have only taken three rolls shots so far and really i have been feeling my way with a very strange camera a lightmeter and the long forgotten thought processes of slow photography,3,"[1, 20, 117, 764, 632, 4063, 2416, 14, 351, 3, 40, 1, 20, 47, 7, 10, 90, 24, 6, 45, 233, 2099, 6, 13295, 3, 5, 205, 2357, 193, 7245, 9, 1562, 2092]"
11995,i had a really good first impression of them but i feel one of them dont really like us because she wasnt as friendly as when we first moved in,5,"[1, 56, 6, 40, 101, 194, 3360, 9, 63, 18, 1, 2, 70, 9, 63, 87, 40, 13, 213, 36, 97, 327, 28, 621, 28, 33, 81, 194, 1474, 11]"
11996,im feeling artistic google art project,5,"[16, 7, 763, 1635, 810, 1090]"
11997,i have a feeling innocent world and i are going to become great friends,5,"[1, 20, 6, 7, 588, 183, 3, 1, 43, 86, 4, 344, 304, 172]"
11998,i feel as though ive been robbed because much of my summer was not so pleasant and although i started with grand ideas about projects that would be done and structure that would be kept and clever new places that we would go,5,"[1, 2, 28, 136, 72, 47, 5126, 36, 85, 9, 10, 731, 19, 25, 14, 542, 3, 743, 1, 197, 24, 2088, 1202, 26, 1261, 8, 64, 27, 273, 3, 2662, 8, 64, 27, 857, 3, 660, 184, 1621, 8, 81, 64, 100]"
11999,i feel the need to be out of the house and doing something worthwhile and productive but also i have a huge desire to curl up in my room and hide my existence from the world,5,"[1, 2, 5, 104, 4, 27, 49, 9, 5, 358, 3, 154, 83, 748, 3, 671, 18, 116, 1, 20, 6, 1037, 819, 4, 2600, 41, 11, 10, 415, 3, 1278, 10, 13296, 59, 5, 183]"
12000,i merely say i do not feel those activities to be acceptable for godly men for examples to others,5,"[1, 2647, 118, 1, 38, 25, 2, 142, 1636, 4, 27, 787, 15, 13297, 784, 15, 4035, 4, 216]"
12001,i was feeling stressed or run down to support the immune system,1,"[1, 19, 7, 232, 34, 389, 141, 4, 522, 5, 4446, 1250]"
12002,i am feeling generally morose and didnt stop for my jamba juice today so i am going for a frappucino later,0,"[1, 23, 7, 719, 1739, 3, 138, 253, 15, 10, 13298, 3006, 121, 14, 1, 23, 86, 15, 6, 13299, 786]"
12003,i went to the doctor a few days into feeling weird,4,"[1, 268, 4, 5, 1736, 6, 191, 148, 105, 7, 246]"
12004,i feel insulted but i go out with him anyway,1,"[1, 2, 579, 18, 1, 100, 49, 24, 73, 984]"
12005,i am feeling very anxious and frustrated right now,4,"[1, 23, 7, 45, 334, 3, 365, 113, 57]"
12006,i have a feeling it is soon going to become a rather messy heavy book which no one will want to look at but i reckon it will mean the world to me,0,"[1, 20, 6, 7, 12, 21, 532, 86, 4, 344, 6, 202, 956, 1570, 329, 107, 95, 70, 58, 66, 4, 162, 32, 18, 1, 7246, 12, 58, 303, 5, 183, 4, 17]"
12007,i spend countless hours on the computer and feel that processing the image is as important as the initial taking of the photograph,5,"[1, 681, 3047, 412, 29, 5, 1057, 3, 2, 8, 6093, 5, 1607, 21, 28, 280, 28, 5, 2678, 328, 9, 5, 5101]"
12008,i declined this invitation but secretly i could not help but feel curious,3,"[1, 5212, 22, 3958, 18, 2864, 1, 91, 25, 139, 18, 2, 573]"
12009,i am feeling clever i see something like this and realize,5,"[1, 23, 7, 660, 1, 112, 83, 13, 22, 3, 643]"
12010,i call someone i feel like i need to at least talk a few minutes to not be rude,1,"[1, 387, 147, 1, 2, 13, 1, 104, 4, 32, 288, 279, 6, 191, 824, 4, 25, 27, 567]"
12011,i am fascinated with the structure and function of the brain its so incredible that everything we think and feel all our memories and emotions are created and stored in this strange convoluted structure,4,"[1, 23, 4447, 24, 5, 2662, 3, 2365, 9, 5, 914, 78, 14, 1971, 8, 176, 81, 69, 3, 2, 35, 132, 1081, 3, 803, 43, 1300, 3, 6763, 11, 22, 233, 5183, 2662]"
12012,i marvel at the wonders of life this happened a while ago but i am feeling sentimental this week,0,"[1, 5240, 32, 5, 3273, 9, 77, 22, 551, 6, 186, 490, 18, 1, 23, 7, 889, 22, 201]"
12013,i always feel as though it is my role in life to be supportive to my friends as an example of joy and fun to remind them that life is good that we are good and that when they and we are not we can strive for them to be so,2,"[1, 111, 2, 28, 136, 12, 21, 10, 1846, 11, 77, 4, 27, 667, 4, 10, 172, 28, 76, 1696, 9, 658, 3, 448, 4, 1169, 63, 8, 77, 21, 101, 8, 81, 43, 101, 3, 8, 33, 61, 3, 81, 43, 25, 81, 39, 3811, 15, 63, 4, 27, 14]"
12014,i feel the pain but with my family and friends support make it sure that no negative thoughts overtake me,5,"[1, 2, 5, 260, 18, 24, 10, 196, 3, 172, 522, 79, 12, 157, 8, 95, 1093, 397, 5819, 17]"
12015,i know i will feel quite melancholy this weekend as its our very last bit of relaxation downtime within those four walls before a week of working packing and then eventually moving,0,"[1, 46, 1, 58, 2, 156, 511, 22, 639, 28, 78, 132, 45, 178, 82, 9, 3817, 13300, 792, 142, 958, 1854, 175, 6, 201, 9, 369, 2245, 3, 124, 1603, 802]"
12016,i feel tranquil now,5,"[1, 2, 2148, 57]"
12017,i left feeling triumphant that i had taken the challenge on and saved money,5,"[1, 171, 7, 813, 8, 1, 56, 764, 5, 1244, 29, 3, 3054, 508]"
12018,i feel sure that this will be a night to remember,5,"[1, 2, 157, 8, 22, 58, 27, 6, 245, 4, 189]"
12019,i was out until at a social gathering so i feel a bit groggy today,0,"[1, 19, 49, 331, 32, 6, 1023, 3413, 14, 1, 2, 6, 82, 587, 121]"
12020,i say i m feeling generous so have three winners lisa laurie and teresa,5,"[1, 118, 1, 92, 7, 341, 14, 20, 632, 6437, 3679, 5182, 3, 13301]"
12021,i started explaining what my biggest problems were bottling up my feelings and then dumping all those problems onto one person and my selfish search for happiness when i had felt everyone around me had found their happiness,1,"[1, 197, 3037, 53, 10, 2557, 782, 129, 13302, 41, 10, 114, 3, 124, 5307, 35, 142, 782, 1084, 70, 170, 3, 10, 426, 1368, 15, 1017, 33, 1, 56, 143, 255, 127, 17, 56, 322, 110, 1017]"
12022,i feel so cold here,1,"[1, 2, 14, 308, 135]"
12023,i feel super lucky to have been able to visit it was definitely an unforgettable part of our trip,5,"[1, 2, 447, 431, 4, 20, 47, 198, 4, 1185, 12, 19, 645, 76, 7247, 229, 9, 132, 964]"
12024,i had an epiphany that i should feel proud of myself img src http expansiveperspective,5,"[1, 56, 76, 13303, 8, 1, 120, 2, 403, 9, 50, 924, 846, 187, 13304]"
12025,i was pregnant with emily and therefore always feeling exhausted it wasn t that hard to sleep when walter slept if i needed the extra rest,0,"[1, 19, 1133, 24, 3525, 3, 1512, 111, 7, 398, 12, 776, 42, 8, 249, 4, 323, 33, 13305, 2303, 48, 1, 500, 5, 1141, 481]"
12026,i have a headache and feel weepy,0,"[1, 20, 6, 1471, 3, 2, 1118]"
12027,i used to feel sorry for some people who felt the need to pretend,0,"[1, 305, 4, 2, 342, 15, 68, 62, 75, 143, 5, 104, 4, 1668]"
12028,i can say that it is happening in the eastern part of the country and that i feel quite safe here,5,"[1, 39, 118, 8, 12, 21, 1143, 11, 5, 13306, 229, 9, 5, 749, 3, 8, 1, 2, 156, 362, 135]"
12029,i cry when i think of the utter devastation my mum will feel to lose her beloved companion of years,5,"[1, 631, 33, 1, 69, 9, 5, 2364, 13307, 10, 1614, 58, 2, 4, 807, 67, 391, 2294, 9, 214]"
12030,i had to have something to give the katy and the danny and of course they stalk my blog and of course i couldnt leave erica feeling unloved,0,"[1, 56, 4, 20, 83, 4, 219, 5, 7194, 3, 5, 13308, 3, 9, 694, 61, 13309, 10, 242, 3, 9, 694, 1, 464, 299, 13310, 7, 829]"
12031,i feel a bit less burdened with things hanging over my head,0,"[1, 2, 6, 82, 150, 520, 24, 88, 2375, 115, 10, 353]"
12032,ive got a feeling she will be just like her momma stubborn strong willed amp full of tx sassiness,1,"[72, 140, 6, 7, 97, 58, 27, 31, 13, 67, 6117, 825, 326, 7248, 390, 472, 9, 13311, 13312]"
12033,i just have a weird feeling that there was nothing innocent about what they were script type text javascript src http partner,5,"[1, 31, 20, 6, 246, 7, 8, 80, 19, 226, 588, 26, 53, 61, 129, 4720, 839, 1624, 13313, 846, 187, 1320]"
12034,i wanted to be here and it seems as though the feeling is mutual the club was keen to keep me,5,"[1, 254, 4, 27, 135, 3, 12, 463, 28, 136, 5, 7, 21, 6838, 5, 1526, 19, 994, 4, 208, 17]"
12035,i am ruining her feeling and was disturbed a href http membres,0,"[1, 23, 7158, 67, 7, 3, 19, 659, 6, 209, 187, 13314]"
12036,i just feel totally devastated,0,"[1, 31, 2, 324, 519]"
12037,i suggested greys and blues with warm tones as the room is north facing and could feel quite cold and flat,1,"[1, 3453, 4515, 3, 4714, 24, 1011, 7249, 28, 5, 415, 21, 1605, 1982, 3, 91, 2, 156, 308, 3, 2081]"
12038,i want to be recless but im feeling so uptight put your mamma in a headlock baby and do it right whooooos got the crack whooooooooos got the crack whooooo s got the crack whos got the craaaaaaack,4,"[1, 66, 4, 27, 13315, 18, 16, 7, 14, 1198, 247, 109, 13316, 11, 6, 13317, 462, 3, 38, 12, 113, 13318, 140, 5, 2989, 13319, 140, 5, 2989, 13320, 89, 140, 5, 2989, 1847, 140, 5, 13321]"
12039,i just feel this strong desire to know more about my name sake the ensigns,5,"[1, 31, 2, 22, 326, 819, 4, 46, 37, 26, 10, 789, 1634, 5, 13322]"
12040,i feel lame saying mommy just needs to pay this bill call a guy about the camper and paint bedrooms to be more neutral,0,"[1, 2, 716, 354, 2464, 31, 611, 4, 941, 22, 2733, 387, 6, 591, 26, 5, 13323, 3, 1978, 6280, 4, 27, 37, 2995]"
12041,i feel so blessed to have met each and every one of them,2,"[1, 2, 14, 272, 4, 20, 859, 274, 3, 146, 70, 9, 63]"
12042,i sit in the middle of the most stinking the most crowded the noisiest railway platform or fish market and start reading it i will still feel as if im in the most pleasant place ever,5,"[1, 507, 11, 5, 1121, 9, 5, 133, 7250, 5, 133, 5104, 5, 13324, 6787, 4664, 34, 3228, 2025, 3, 212, 356, 12, 1, 58, 71, 2, 28, 48, 16, 11, 5, 133, 542, 222, 164]"
12043,i feel also just drained,0,"[1, 2, 116, 31, 688]"
12044,i am sorry to hear that the assessment procedure conducted by atoshealthcare left you feeling humiliated and poorly represented,0,"[1, 23, 342, 4, 376, 8, 5, 5166, 4873, 4986, 44, 13325, 171, 30, 7, 678, 3, 7127, 13326]"
12045,i just hate the feeling of being unhappy,0,"[1, 31, 231, 5, 7, 9, 60, 452]"
12046,ill just paraphrase i ranted about not being able to trust anybody and being hurt feeling rejected etc,0,"[211, 31, 13327, 1, 13328, 26, 25, 60, 198, 4, 655, 1662, 3, 60, 270, 7, 521, 680]"
12047,i know we create our own destiny but do you ever feel resentful for the way your life turned out,1,"[1, 46, 81, 1053, 132, 174, 4488, 18, 38, 30, 164, 2, 528, 15, 5, 90, 109, 77, 1290, 49]"
12048,i really hope so i feel so isolated right now and on top of feeling overwhelmed confused lonely stressed and nervous it s really difficult at the moment,0,"[1, 40, 238, 14, 1, 2, 14, 547, 113, 57, 3, 29, 936, 9, 7, 237, 438, 363, 232, 3, 336, 12, 89, 40, 1142, 32, 5, 235]"
12049,i am feeling very generous today and normally when i feel that way ill host some sort of giveaway or contest,5,"[1, 23, 7, 45, 341, 121, 3, 1443, 33, 1, 2, 8, 90, 211, 4668, 68, 343, 9, 5074, 34, 4742]"
12050,i can feel that the two girls are shocked with what i m saying,3,"[1, 39, 2, 8, 5, 218, 761, 43, 669, 24, 53, 1, 92, 354]"
12051,i enjoy not feeling horny not craving sex,2,"[1, 477, 25, 7, 737, 25, 1766, 1068]"
12052,im sorry but this was the only way i feel these problems can be resolved,5,"[16, 342, 18, 22, 19, 5, 117, 90, 1, 2, 108, 782, 39, 27, 685]"
12053,i suspect that a few feel revulsion it elicits a weird uncomfortable fascination,3,"[1, 2320, 8, 6, 191, 2, 13329, 12, 13330, 6, 246, 497, 13331]"
12054,i feel a little loyal toward her because her father used to work with mine until they both retired,2,"[1, 2, 6, 55, 753, 752, 67, 36, 67, 879, 305, 4, 123, 24, 568, 331, 61, 492, 5915]"
12055,i have a feeling that there will be plenty of football watching and that we will be indulging in many delicious eats this weekend,5,"[1, 20, 6, 7, 8, 80, 58, 27, 1964, 9, 2113, 604, 3, 8, 81, 58, 27, 4062, 11, 159, 657, 13332, 22, 639]"
12056,im thinking that a lot of the technology and ideas expressed in this movie will seem trite or old fashioned one day or maybe they they feel that way now but the care and artistic flourishes in every minute of this film will never go out of style,5,"[16, 262, 8, 6, 158, 9, 5, 3957, 3, 1202, 2356, 11, 22, 783, 58, 427, 13333, 34, 266, 4419, 70, 96, 34, 281, 61, 61, 2, 8, 90, 57, 18, 5, 311, 3, 763, 13334, 11, 146, 1148, 9, 22, 1063, 58, 144, 100, 49, 9, 909]"
12057,i told him it was a good drink and made him feel talented as a bartender,5,"[1, 347, 73, 12, 19, 6, 101, 1058, 3, 131, 73, 2, 475, 28, 6, 13335]"
12058,i wanted to use older kx forks wheel w disc brakes but am was not feeling adventurous enough to try to figure out a stem and lowering the off road height,5,"[1, 254, 4, 296, 1196, 13336, 13337, 4868, 2007, 13338, 7166, 18, 23, 19, 25, 7, 742, 155, 4, 203, 4, 1178, 49, 6, 4243, 3, 13339, 5, 168, 1401, 1917]"
12059,i feel to be the most popular right now,5,"[1, 2, 4, 27, 5, 133, 460, 113, 57]"
12060,i want to do all but i cant help feeling greedy,1,"[1, 66, 4, 38, 35, 18, 1, 130, 139, 7, 494]"
12061,i have also added links to other blogs which i feel are really wonderful,5,"[1, 20, 116, 1494, 3248, 4, 119, 1397, 107, 1, 2, 43, 40, 352]"
12062,i gave them a little something out of my paypal stash and if anyone out there feels as strongly about supporting linux as i this is a cheap and easy,5,"[1, 928, 63, 6, 55, 83, 49, 9, 10, 13340, 2937, 3, 48, 243, 49, 80, 122, 28, 892, 26, 332, 3872, 28, 1, 22, 21, 6, 2427, 3, 828]"
12063,i feel frustrated and can t see a way to save it,1,"[1, 2, 365, 3, 39, 42, 112, 6, 90, 4, 1466, 12]"
12064,i feel supportive over chinas copyright violations if only for machiavellian reasons,2,"[1, 2, 667, 115, 13341, 13342, 13343, 48, 117, 15, 13344, 960]"
12065,i do feel tia is important to the story,5,"[1, 38, 2, 6695, 21, 280, 4, 5, 430]"
12066,i had the feeling he didnt and he actually seemed impressed with me or i should say my work and my range of skills,3,"[1, 56, 5, 7, 65, 138, 3, 65, 177, 1391, 512, 24, 17, 34, 1, 120, 118, 10, 123, 3, 10, 2083, 9, 1424]"
12067,i walk by those temptations i feel disgusted,1,"[1, 420, 44, 142, 13345, 1, 2, 697]"
12068,i feel really greedy saying that,1,"[1, 2, 40, 494, 354, 8]"
12069,when i heard the news of the death of my father it was in the evening and i was alone all night in my room trying to remember the face of my father,0,"[33, 1, 903, 5, 901, 9, 5, 974, 9, 10, 879, 12, 19, 11, 5, 1055, 3, 1, 19, 200, 35, 245, 11, 10, 415, 190, 4, 189, 5, 301, 9, 10, 879]"
12070,i feel like that nurse reluctant to know where to start but optimistic that we can do one thing to help,4,"[1, 2, 13, 8, 3828, 538, 4, 46, 152, 4, 212, 18, 607, 8, 81, 39, 38, 70, 188, 4, 139]"
12071,i don t know if i have told this to you but i feel intimidated by how smart you are,4,"[1, 103, 42, 46, 48, 1, 20, 347, 22, 4, 30, 18, 1, 2, 615, 44, 52, 638, 30, 43]"
12072,i didnt feel anything more than casual thoughts like hes a jerk or wow shes psycho,5,"[1, 138, 2, 165, 37, 94, 833, 397, 13, 506, 6, 4166, 34, 3455, 633, 5139]"
12073,im feeling adventurous i get the philips better lemon chicken,5,"[16, 7, 742, 1, 54, 5, 5900, 169, 3757, 2120]"
12074,i feel punished by my parents,0,"[1, 2, 498, 44, 10, 593]"
12075,i made a shocking discovery that made me feel incredibly dumb and to which i of course feel the need to share,0,"[1, 131, 6, 6682, 3343, 8, 131, 17, 2, 602, 622, 3, 4, 107, 1, 9, 694, 2, 5, 104, 4, 345]"
12076,i remember wearing the dress feeling fabulous looking fabulous announcing my good news to many friends whilst wearing that dress,5,"[1, 189, 870, 5, 1294, 7, 708, 252, 708, 13346, 10, 101, 901, 4, 159, 172, 1868, 870, 8, 1294]"
12077,i hurt your feelings or angered you with my last rant im sorry,1,"[1, 270, 109, 114, 34, 1541, 30, 24, 10, 178, 3826, 16, 342]"
12078,im excited that i got the chance to get away and am now feeling a lot more appreciative of what i thought was just a normal life but realize with a different lens to look through is a pretty darn great one with a lot to be thankful for each and every day,5,"[16, 267, 8, 1, 140, 5, 882, 4, 54, 161, 3, 23, 57, 7, 6, 158, 37, 886, 9, 53, 1, 193, 19, 31, 6, 772, 77, 18, 643, 24, 6, 544, 13347, 4, 162, 137, 21, 6, 102, 2897, 304, 70, 24, 6, 158, 4, 27, 333, 15, 274, 3, 146, 96]"
12079,i feel so dumb witted because i feel like i dont understand his answers towards me,0,"[1, 2, 14, 622, 13348, 36, 1, 2, 13, 1, 87, 277, 106, 1914, 321, 17]"
12080,i feel like ive been fairly successful,5,"[1, 2, 13, 72, 47, 979, 432]"
12081,i was feeling extremely shitty physically this morning,0,"[1, 19, 7, 375, 468, 970, 22, 236]"
12082,i just hate feeling left out and i wanna be a cool kid even though i hate the cool kids,5,"[1, 31, 231, 7, 171, 49, 3, 1, 1007, 27, 6, 364, 1075, 74, 136, 1, 231, 5, 364, 357]"
12083,i feel even more strongly now that this can be a valuable tool in the classroom,5,"[1, 2, 74, 37, 892, 57, 8, 22, 39, 27, 6, 590, 2014, 11, 5, 2181]"
12084,i also learned that when i feel passionate about what i m writing i can actually be quite good at it,5,"[1, 116, 767, 8, 33, 1, 2, 276, 26, 53, 1, 92, 275, 1, 39, 177, 27, 156, 101, 32, 12]"
12085,i feel even more disturbed by that than what happened prior to me going to sleep,0,"[1, 2, 74, 37, 659, 44, 8, 94, 53, 551, 2826, 4, 17, 86, 4, 323]"
12086,ill feel a little more sympathetic towards them but until that day,2,"[211, 2, 6, 55, 37, 618, 321, 63, 18, 331, 8, 96]"
12087,i no longer had to walk through the alleys of the slowly gentrified ghettos of my city to find one artist with a muffin top who took nude photos to make me feel like my body was acceptable and sadly not unique,5,"[1, 95, 456, 56, 4, 420, 137, 5, 13349, 9, 5, 1145, 13350, 13351, 9, 10, 1225, 4, 163, 70, 1423, 24, 6, 7251, 936, 75, 594, 6482, 957, 4, 79, 17, 2, 13, 10, 278, 19, 787, 3, 3629, 25, 2078]"
12088,i have feeling this is fake,0,"[1, 20, 7, 22, 21, 666]"
12089,i can feel from here beloved your fragrance,2,"[1, 39, 2, 59, 135, 391, 109, 3533]"
12090,i feel infuriated every time that the christmas season draws near,1,"[1, 2, 3372, 146, 51, 8, 5, 720, 1099, 7252, 1157]"
12091,i should not have to feel this way in a nerd convention i am a nerd and i should feel accepted and comfortable in that setting,2,"[1, 120, 25, 20, 4, 2, 22, 90, 11, 6, 7253, 5236, 1, 23, 6, 7253, 3, 1, 120, 2, 293, 3, 370, 11, 8, 2468]"
12092,i feel a little bit chukey and unfortunately for us you like to sing all the inapporpriate words to fergie s glamorous,5,"[1, 2, 6, 55, 82, 13352, 3, 3268, 15, 213, 30, 13, 4, 1476, 35, 5, 13353, 348, 4, 13354, 89, 992]"
12093,i feel that if you love cute little things and your budget allows you and you buy this you won t regret buying it as it s just too cute,5,"[1, 2, 8, 48, 30, 84, 471, 55, 88, 3, 109, 3430, 2883, 30, 3, 30, 736, 22, 30, 862, 42, 1470, 1642, 12, 28, 12, 89, 31, 93, 471]"
12094,i lie in bed or is it a coffin it feels more like a coffin not altogether unpleasant just very still i push my legs together and cross my hands i try not to cry i sink downwards hoping for a prick a poke a tube of fluid a needle of,0,"[1, 1112, 11, 382, 34, 21, 12, 6, 7254, 12, 122, 37, 13, 6, 7254, 25, 2265, 920, 31, 45, 71, 1, 1073, 10, 1298, 422, 3, 1867, 10, 826, 1, 203, 25, 4, 631, 1, 2991, 13355, 1155, 15, 6, 6110, 6, 4167, 6, 3096, 9, 7255, 6, 3125, 9]"
12095,i am feeling a little intimidated by the riders in central park right now and i dont want to go,4,"[1, 23, 7, 6, 55, 615, 44, 5, 7256, 11, 4731, 2170, 113, 57, 3, 1, 87, 66, 4, 100]"
12096,i was once told that while science explains the how religion explains the why and i feel this is the real reason that intelligent design is not and should not be accepted as a scientific theory on the basis of it not actually explaining how something works or how something was created,5,"[1, 19, 256, 347, 8, 186, 2738, 4329, 5, 52, 2247, 4329, 5, 160, 3, 1, 2, 22, 21, 5, 313, 325, 8, 700, 1577, 21, 25, 3, 120, 25, 27, 293, 28, 6, 13356, 3048, 29, 5, 1965, 9, 12, 25, 177, 3037, 52, 83, 1154, 34, 52, 83, 19, 1300]"
12097,i feel threatened by not talking about it,4,"[1, 2, 640, 44, 25, 531, 26, 12]"
12098,i now feel that food is to be enjoyed and not abused,0,"[1, 57, 2, 8, 518, 21, 4, 27, 1034, 3, 25, 791]"
12099,i feel pretty posted on a href http playhousecomm,5,"[1, 2, 102, 1279, 29, 6, 209, 187, 13357]"
12100,i feel more graceful already,5,"[1, 2, 37, 1538, 207]"
12101,i know if ive been feeling quite nostalgic these days and have spent a huge amount of time looking back and remembering,2,"[1, 46, 48, 72, 47, 7, 156, 664, 108, 148, 3, 20, 436, 6, 1037, 887, 9, 51, 252, 99, 3, 2718]"
12102,i feel damn agitated during the speech,1,"[1, 2, 900, 307, 386, 5, 2697]"
12103,i mean its a good level on its own terms but everything before it was so well thought out and executed that doing constant mirror puzzles and topping it off with a crap final boss battle made the last level feel rushed in comparison though the last boss is bad no matter what way you slice it,1,"[1, 303, 78, 6, 101, 942, 29, 78, 174, 1531, 18, 176, 175, 12, 19, 14, 134, 193, 49, 3, 7257, 8, 154, 1404, 2681, 5887, 3, 13358, 12, 168, 24, 6, 1114, 1285, 2378, 2140, 131, 5, 178, 942, 2, 570, 11, 2603, 136, 5, 178, 2378, 21, 210, 95, 449, 53, 90, 30, 5128, 12]"
12104,im happy to report that i didnt feel that angered urge to smack olivia today the way ive felt it before,1,"[16, 153, 4, 1985, 8, 1, 138, 2, 8, 1541, 2163, 4, 5214, 13359, 121, 5, 90, 72, 143, 12, 175]"
12105,i feel that this leads to not many people caring who get s the real job as sin cara,2,"[1, 2, 8, 22, 3599, 4, 25, 159, 62, 435, 75, 54, 89, 5, 313, 312, 28, 2992, 6999]"
12106,im feeling a bit frustrated with myself tonight,1,"[16, 7, 6, 82, 365, 24, 50, 563]"
12107,i was feeling pretty grumpy at this point but for whatever reason seeing this flower made me very happy,1,"[1, 19, 7, 102, 795, 32, 22, 258, 18, 15, 698, 325, 543, 22, 2115, 131, 17, 45, 153]"
12108,im feeling very uptight right now,4,"[16, 7, 45, 1198, 113, 57]"
12109,i still adhere to this to a certain extent i feel that there is a fine line,5,"[1, 71, 13360, 4, 22, 4, 6, 600, 1643, 1, 2, 8, 80, 21, 6, 380, 925]"
12110,i always felt like i could do anything but now i feel so fearless,5,"[1, 111, 143, 13, 1, 91, 38, 165, 18, 57, 1, 2, 14, 1583]"
12111,i also know on certain days when im feeling crappy its only because i didnt bring enough cigarettes,0,"[1, 116, 46, 29, 600, 148, 33, 16, 7, 620, 78, 117, 36, 1, 138, 850, 155, 3115]"
12112,i was so scared of feeling stupid or unintelligent or why i felt like i wasnt smart enough,0,"[1, 19, 14, 372, 9, 7, 282, 34, 7258, 34, 160, 1, 143, 13, 1, 327, 638, 155]"
12113,im starting to feel that im suffering from fatigue,0,"[16, 315, 4, 2, 8, 16, 732, 59, 6843]"
12114,i have a creative group of friends i can go to when im feeling creative,5,"[1, 20, 6, 457, 865, 9, 172, 1, 39, 100, 4, 33, 16, 7, 457]"
12115,i am exceedingly lucky and i don t work this hard because i feel some sense of frustrated obligation that is resented,1,"[1, 23, 5238, 431, 3, 1, 103, 42, 123, 22, 249, 36, 1, 2, 68, 306, 9, 365, 2352, 8, 21, 6895]"
12116,i feel a strange connection to them a familiarity that most of the time i link to ancestral memory,3,"[1, 2, 6, 233, 1111, 4, 63, 6, 5747, 8, 133, 9, 5, 51, 1, 1448, 4, 5306, 1491]"
12117,i might tackle a memoir but i feel i need to live longer before i qualify to have anything useful to say,5,"[1, 239, 3487, 6, 13361, 18, 1, 2, 1, 104, 4, 330, 456, 175, 1, 6961, 4, 20, 165, 525, 4, 118]"
12118,i hang my head down and feel even more embarrassed to complaint about such minor things in my life when others are having a hard time just surviving minute to minute of the day,0,"[1, 1754, 10, 353, 141, 3, 2, 74, 37, 466, 4, 7215, 26, 180, 2467, 88, 11, 10, 77, 33, 216, 43, 149, 6, 249, 51, 31, 13362, 1148, 4, 1148, 9, 5, 96]"
12119,i said those who feel unhappy with the way uhuru has been running his government should wait for the elections,0,"[1, 199, 142, 75, 2, 452, 24, 5, 90, 6627, 98, 47, 482, 106, 1660, 120, 978, 15, 5, 7259]"
12120,i am starting to feel brave enough and secure enough to put it into words,5,"[1, 23, 315, 4, 2, 474, 155, 3, 2138, 155, 4, 247, 12, 105, 348]"
12121,i don t always feel smart sometimes i feel lazy and i want to be doing something else that feels easier,5,"[1, 103, 42, 111, 2, 638, 185, 1, 2, 976, 3, 1, 66, 4, 27, 154, 83, 319, 8, 122, 1639]"
12122,i am going to miss running over and putting my hand on your belly to feel my sweet holli reese kick,2,"[1, 23, 86, 4, 442, 482, 115, 3, 821, 10, 561, 29, 109, 2049, 4, 2, 10, 234, 13363, 13364, 1495]"
12123,im feeling a little grumpy today with the lame weather tease we got over the weekend,1,"[16, 7, 6, 55, 795, 121, 24, 5, 716, 980, 13365, 81, 140, 115, 5, 639]"
12124,i could do was feel i felt thankful that her battle was over thankful that she was now in a place of serenity,5,"[1, 91, 38, 19, 2, 1, 143, 333, 8, 67, 2140, 19, 115, 333, 8, 97, 19, 57, 11, 6, 222, 9, 3294]"
12125,i feel talented i feel amazing,5,"[1, 2, 475, 1, 2, 271]"
12126,i feel so nervous about being around people being with someone,4,"[1, 2, 14, 336, 26, 60, 127, 62, 60, 24, 147]"
12127,i set off home feeling quite smug,5,"[1, 608, 168, 166, 7, 156, 804]"
